,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,IDENTIFIER,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1908,00-13-9797-46,99-001,CIUDAD_CAPITAL,ZONA 13,INSTITUTO_MIXTO_NOCTURNO_FLAVIO_HERRERA,ZONA 13,NA,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,NA,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL_TITULOS,MONOLINGUE,NOCTURNA,DIARIOREGULAR,GUATEMALA ORIENTE,INSTITUTO_MIXTO_NOCTURNO_FLAVIO_HERRERA | TEMPORAL_TITULOS | DIARIOREGULAR | MONOLINGUE | NOCTURNA | CIUDAD_CAPITAL,
1458,00-05-9801-46,99-001,CIUDAD_CAPITAL,ZONA 5,INSTITUTO_MIXTO_NOCTURNO_JOSE_BATRES_MONTUFAR,28 CALLE,NA,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,NA,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL_TITULOS,MONOLINGUE,NOCTURNA,DIARIOREGULAR,GUATEMALA ORIENTE,INSTITUTO_MIXTO_NOCTURNO_JOSE_BATRES_MONTUFAR | TEMPORAL_TITULOS | DIARIOREGULAR | MONOLINGUE | NOCTURNA | CIUDAD_CAPITAL,
6220,03-13-0013-46,03-008,SACATEPEQUEZ,SAN MIGUEL DUENAS,INSTITUTO_MIXTO_NOCTURNO_MUNICIPAL,5A. AVENIDA 1-01 ZONA 2 VILLAS DE DUEÑAS,44732081,JUAN DEMETRIO SICAJOL PEREZ,JOSE TITO HERNANDEZ OBREGON,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIOREGULAR,SACATEPÉQUEZ,INSTITUTO_MIXTO_NOCTURNO_MUNICIPAL | ABIERTA | DIARIOREGULAR | MONOLINGUE | NOCTURNA | SACATEPEQUEZ,
2712,01-03-8224-46,01-405,GUATEMALA,SAN JOSE PINULA,INSTITUTO_MIXTO_NOCTURNO_PRIVADO_DE_EDUCACION_BASICA_Y_DIVERSIFICADO_BR_MIGUEL_ANGEL_CIFUENTES_MENDEZ,5A. CALLE 3-22 ZONA 2,66348335,SERGIO LEONEL CIFUENTES CIFUENTES,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA ORIENTE,INSTITUTO_MIXTO_NOCTURNO_PRIVADO_DE_EDUCACION_BASICA_Y_DIVERSIFICADO_BR_MIGUEL_ANGEL_CIFUENTES_MENDEZ | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
"63,16-01-2171-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_MIXTO_NUEVOS_HORIZONTES,""6A. AVENIDA 1-15, ZONA 4"",NA,GLENDA DINORA GARCIA DELGADO,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN_DE_SEMANA,ALTA VERAPAZ,INSTITUTO_MIXTO_NUEVOS_HORIZONTES | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | MATUTINA | ALTA_VERAPAZ,",,,,,,,,,,,,,,,,,,,
2710,01-03-7304-46,01-405,GUATEMALA,SAN JOSE PINULA,INSTITUTO_MIXTO_ONIL_T_NAM,5A. AVE. 1-49 ZONA 2,66343134,SERGIO LEONEL CIFUENTES CIFUENTES,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA ORIENTE,INSTITUTO_MIXTO_ONIL_T_NAM | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
6837,07-05-2019-46,07-007,SOLOLA,NAHUALA,INSTITUTO_MIXTO_OXLAJUJ_NOJ,NAHUALA,53315919,PONCIO MACARIO GUARCHAJ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIOREGULAR,SOLOLÁ,INSTITUTO_MIXTO_OXLAJUJ_NOJ | ABIERTA | DIARIOREGULAR | BILINGUE | VESPERTINA | SOLOLA,
1227,00-01-8815-46,01-401,CIUDAD_CAPITAL,ZONA 1,INSTITUTO_MIXTO_PARTICULAR_COACTEMALAN,11 CALLE 10-48,22327383,LILIAN DINORA PEREZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL_TITULOS,MONOLINGUE,MATUTINA,FIN_DE_SEMANA,GUATEMALA NORTE,INSTITUTO_MIXTO_PARTICULAR_COACTEMALAN | TEMPORAL_TITULOS | FIN_DE_SEMANA | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
2280,05-01-0374-46,05-003,ESCUINTLA,ESCUINTLA,INSTITUTO_MIXTO_PARTICULAR_DE_EDUCACION_BASICA_Y_DIVERSIFICADA_ALMA_LIBERTAD_PEREZ_MARTINEZ,4TA. AVENIDA 22-04 ZONA 5 COLONIA CAÑAVERAL 1 ESCUELA OFICIAL RURAL MIXTA GONZALO ADOLFO SANTIZO,58342002,NILDA JANETHE IBARRA BARRERA,SANDRA YANETH DÁVILA MENDOZA.,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ESCUINTLA,INSTITUTO_MIXTO_PARTICULAR_DE_EDUCACION_BASICA_Y_DIVERSIFICADA_ALMA_LIBERTAD_PEREZ_MARTINEZ | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ESCUINTLA,
"6169,03-08-0779-46,03-005,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,INSTITUTO_MIXTO_PARTICULAR_JOSE_JOAQUIN_PALMA,""4A. CALLE ORIENTE, 6-13"",NA,BRAULIO LORENZO QUINILLA CASTRO,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,SACATEPÉQUEZ,INSTITUTO_MIXTO_PARTICULAR_JOSE_JOAQUIN_PALMA | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | SACATEPEQUEZ,",,,,,,,,,,,,,,,,,,,
5074,17-11-0069-46,17-021,PETEN,MELCHOR DE MENCOS,INSTITUTO_MIXTO_PARTICULAR_PEM_PEDRO_CASTELLANOS_TZUL,BARRIO EL CENTRO,79279192,ELMER ELIU LOPEZ MAS,MARTA ALICIA CASTELLANOS DE SOLARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,PETÉN,INSTITUTO_MIXTO_PARTICULAR_PEM_PEDRO_CASTELLANOS_TZUL | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | PETEN,
5082,17-11-2839-46,17-021,PETEN,MELCHOR DE MENCOS,INSTITUTO_MIXTO_PARTICULAR_PEMPEDRO_CASTELLANOS_TZUL,BARRIO EL CENTRO,79279192,ELMER ELIU LOPEZ MAS,MARTA ALICIA CASTELLANOS DE SOLARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,PETÉN,INSTITUTO_MIXTO_PARTICULAR_PEMPEDRO_CASTELLANOS_TZUL | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | PETEN,
354,15-08-0131-46,15-021,BAJA_VERAPAZ,PURULHA,INSTITUTO_MIXTO_PARTICULAR_VERAPAZ,BARRIO EL CEMENTERIO,47775539,JORGE WILFREDO CAL LOPEZ,ROSA ELENA VELÁSQUEZ MEJÍA DE IXTECOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,BAJA VERAPAZ,INSTITUTO_MIXTO_PARTICULAR_VERAPAZ | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | BAJA_VERAPAZ,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
7380,19-06-0005-46,19-011,ZACAPA,USUMATLAN,INSTITUTO_MIXTO_POR_COOPERATIVA_DE_DIVERSIFICADO_LICENCIADO_DAVID_ESTUARDO_RAMOS_AVILES,ALDEA EL JUTE,52029954,EDNA EDITH RAMIREZ CORDON,REYNA ISABEL CRUZ REYES,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ZACAPA,INSTITUTO_MIXTO_POR_COOPERATIVA_DE_DIVERSIFICADO_LICENCIADO_DAVID_ESTUARDO_RAMOS_AVILES | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ZACAPA,
6171,03-08-0923-46,03-005,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,INSTITUTO_MIXTO_POR_COOPERATIVA_DE_ENSENANZA,KM.28.5 CARRETERA INTERAMERICANA SAN LUCAS,55436616,BRAULIO LORENZO QUINILLA CASTRO,NA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIOREGULAR,SACATEPÉQUEZ,INSTITUTO_MIXTO_POR_COOPERATIVA_DE_ENSENANZA | ABIERTA | DIARIOREGULAR | MONOLINGUE | NOCTURNA | SACATEPEQUEZ,
196,16-11-9092-46,16-021,ALTA_VERAPAZ,LANQUIN,INSTITUTO_MIXTO_PRIVADO_DE_MAGISTERIO_BILINGUE,CABECERA,50019733,EFRAIN CAAL CUC,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIOREGULAR,ALTA VERAPAZ,INSTITUTO_MIXTO_PRIVADO_DE_MAGISTERIO_BILINGUE | ABIERTA | DIARIOREGULAR | BILINGUE | VESPERTINA | ALTA_VERAPAZ,
235,16-15-2330-46,16-028,ALTA_VERAPAZ,FRAY BARTOLOME DE LAS CASAS,INSTITUTO_MIXTO_PRIVADO_DE_MAGISTERIO_BILINGUE,BARRIO MAGISTERIO,57884019,NORA CONSUELO REYES HERRERA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ALTA VERAPAZ,INSTITUTO_MIXTO_PRIVADO_DE_MAGISTERIO_BILINGUE | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ALTA_VERAPAZ,
5725,14-21-4702-46,14-036,QUICHE,PACHALUN,INSTITUTO_MIXTO_PRIVADO_DE_MAGISTERIO_PRIMARIA_BILINGUE,CABECERA MUNICIPAL,40895934,GONZALO VENTURA LUX,NA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIOREGULAR,QUICHÉ,INSTITUTO_MIXTO_PRIVADO_DE_MAGISTERIO_PRIMARIA_BILINGUE | ABIERTA | DIARIOREGULAR | BILINGUE | VESPERTINA | QUICHE,
3688,01-16-7846-46,01-508,GUATEMALA,VILLA CANALES,INSTITUTO_MIXTO_PRIVADO_DIEGUEZ_OLAVERRI_POR_MADUREZ,1A. CALLE B 1-70 ZONA 1 BOCA DEL MONTE,24427079,MANUEL MARIA CANO CASTRO,NA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,SABATINO,GUATEMALA ORIENTE,INSTITUTO_MIXTO_PRIVADO_DIEGUEZ_OLAVERRI_POR_MADUREZ | CERRADA_TEMPORALMENTE | SABATINO | MONOLINGUE | VESPERTINA | GUATEMALA,
2285,05-01-0750-46,05-003,ESCUINTLA,ESCUINTLA,INSTITUTO_MIXTO_PRIVADO_DIVERSIFICADO_POR_MADUREZ_SUPERACION_INTEGRAL,7A. CALLE 3-02 ZONA 1,NA,NILDA JANETHE IBARRA BARRERA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ESCUINTLA,INSTITUTO_MIXTO_PRIVADO_DIVERSIFICADO_POR_MADUREZ_SUPERACION_INTEGRAL | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ESCUINTLA,
1584,00-07-0660-46,01-409,CIUDAD_CAPITAL,ZONA 7,INSTITUTO_MIXTO_PRIVADO_EL_MAESTRO_AMIGO,CALZADA ROOSEVELT 2-34,24751249,DELMY CONSUELO GARCIA DONIS DE GOMEZ,SERGIO MEJIA AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA OCCIDENTE,INSTITUTO_MIXTO_PRIVADO_EL_MAESTRO_AMIGO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | CIUDAD_CAPITAL,
,,,,,,,,,,,,,,,,,,,
245,16-16-8541-46,16-030,ALTA_VERAPAZ,LA TINTA,INSTITUTO_MIXTO_PRIVADO_EL_PORVENIR,BARRIO EL CENTRO ZONA 1,46580200,HERMELINDO REYES GARCIA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ALTA VERAPAZ,INSTITUTO_MIXTO_PRIVADO_EL_PORVENIR | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ALTA_VERAPAZ,
192,16-11-0003-46,16-021,ALTA_VERAPAZ,LANQUIN,INSTITUTO_MIXTO_PRIVADO_FRANCISCO_OSWALDO_REYES_NARCISO,BARRIO SAN NICOLAS,57073563,EFRAIN CAAL CUC,JULIO RODERICO BAILON SIERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA VERAPAZ,INSTITUTO_MIXTO_PRIVADO_FRANCISCO_OSWALDO_REYES_NARCISO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ALTA_VERAPAZ,
868,00-01-0295-46,01-102,CIUDAD_CAPITAL,ZONA 1,INSTITUTO_MIXTO_PRIVADO_JOHN_F_KENNEDY,ZONA 1,NA,ZIZI ARELY LOPEZ CHINCHILLA,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL_TITULOS,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA NORTE,INSTITUTO_MIXTO_PRIVADO_JOHN_F_KENNEDY | TEMPORAL_TITULOS | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
1522,00-06-9809-46,01-102,CIUDAD_CAPITAL,ZONA 6,INSTITUTO_MIXTO_PRIVADO_JOSE_ERNESTO_MONZON,21 AVENIDA 15-42,22894824-22881328,ZIZI ARELY LOPEZ CHINCHILLA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA NORTE,INSTITUTO_MIXTO_PRIVADO_JOSE_ERNESTO_MONZON | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
,,,,,,,,,,,,,,,,,,,
1382,00-02-8428-46,01-407,CIUDAD_CAPITAL,ZONA 2,INSTITUTO_MIXTO_PRIVADO_JOSE_ERNESTO_MONZON,11 AVE. 'A' 6-04 CIUDAD NUEVA,22881328 7089673,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN_DE_SEMANA,GUATEMALA NORTE,INSTITUTO_MIXTO_PRIVADO_JOSE_ERNESTO_MONZON | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | VESPERTINA | CIUDAD_CAPITAL,
"3400,01-15-0170-46,01-212,GUATEMALA,VILLA NUEVA,INSTITUTO_MIXTO_PRIVADO_JUAN_GERARDI,""2A. AVENIDA 1-29 COLONIA BETANCOURT, ZONA 4"",66310390,HAROLDO ENRIQUE NAVAS PAZ,ROSA GARCIA SOCOP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA SUR,INSTITUTO_MIXTO_PRIVADO_JUAN_GERARDI | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | GUATEMALA,",,,,,,,,,,,,,,,,,,,
"3398,01-15-0168-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO_MIXTO_PRIVADO_JUAN_GERARDI,""2A. AVENIDA 1-29 COLONIA BETANCOURT, ZONA 4"",66310390,JUAN ENRIQUE MARTINEZ SOLANO,ROSA GARCIA SOCOP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA SUR,INSTITUTO_MIXTO_PRIVADO_JUAN_GERARDI | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"237,16-16-0071-46,16-030,ALTA_VERAPAZ,LA TINTA,INSTITUTO_MIXTO_PRIVADO_LATINO,""BARRIO PEÑA BLANCA, ZONA 6"",33000763,HERMELINDO REYES GARCIA,LUIS ALFONSO SIS DE LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ALTA VERAPAZ,INSTITUTO_MIXTO_PRIVADO_LATINO | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ALTA_VERAPAZ,",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"20,16-01-0565-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_MIXTO_PRIVADO_SALUD_Y_DESARROLLO,""3A. AVENIDA 16-16 ZONA 11, BARRIO LA LIBERTAD"",44042550,GLENDA DINORA GARCIA DELGADO,HENRI MARCO TULIO ARTOLA TEYUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA VERAPAZ,INSTITUTO_MIXTO_PRIVADO_SALUD_Y_DESARROLLO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ALTA_VERAPAZ,",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2154,02-04-0419-46,02-004,EL_PROGRESO,SAN CRISTOBAL ACASAGUASTLAN,INSTITUTO_MIXTO_PRIVADO_SAN_CRISTOBAL,AVENIDA JUAN ANTONIO,55141140,GUELCER AMADO FLORES GUEVARA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,EL PROGRESO,INSTITUTO_MIXTO_PRIVADO_SAN_CRISTOBAL | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | EL_PROGRESO,
"45,16-01-0681-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_MIXTO_PRIVADO_SANTO_DOMINGO,""2A. CALLE 11-10, ZONA 2"",79529830,GLENDA DINORA GARCIA DELGADO,AMERICA NUILA LUTHER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA VERAPAZ,INSTITUTO_MIXTO_PRIVADO_SANTO_DOMINGO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ALTA_VERAPAZ,",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1025,00-01-2464-46,01-402,CIUDAD_CAPITAL,ZONA 1,INSTITUTO_MIXTO_RAFAEL_LANDIVAR_Y_CABALLERO,8A CALLE 0-30,NA,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIOREGULAR,GUATEMALA NORTE,INSTITUTO_MIXTO_RAFAEL_LANDIVAR_Y_CABALLERO | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | NOCTURNA | CIUDAD_CAPITAL,
392,04-01-0145-46,04-027,CHIMALTENANGO,CHIMALTENANGO,INSTITUTO_MIXTO_TECNOLOGICO_CENTRAL_CIUDAD_DE_LOS_ESCUDOS,2A. CALLE 2-45 ZONA 4,78494236,JULIO ANTONIO MUTZUTZ CATU,EDVIN AMILCAR PER SISIMIT,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIOREGULAR,CHIMALTENANGO,INSTITUTO_MIXTO_TECNOLOGICO_CENTRAL_CIUDAD_DE_LOS_ESCUDOS | ABIERTA | DIARIOREGULAR | MONOLINGUE | DOBLE | CHIMALTENANGO,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
873,00-01-0303-46,01-101,CIUDAD_CAPITAL,ZONA 1,INSTITUTO_MIXTO_VESPERTINO_RAFAEL_LANDIVAR,8A. CALLE 0-23 ZONA 1,NA,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL_TITULOS,MONOLINGUE,INTERMEDIA,DIARIOREGULAR,GUATEMALA NORTE,INSTITUTO_MIXTO_VESPERTINO_RAFAEL_LANDIVAR | TEMPORAL_TITULOS | DIARIOREGULAR | MONOLINGUE | INTERMEDIA | CIUDAD_CAPITAL,
,,,,,,,,,,,,,,,,,,,
1329,00-01-9803-46,99-001,CIUDAD_CAPITAL,ZONA 1,INSTITUTO_MODELO,CIUDAD GUATEMALA,NA,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,ENMY GLANDYS SALAZAR AJSIJTUJ,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL_TITULOS,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA NORTE,INSTITUTO_MODELO | TEMPORAL_TITULOS | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
642,20-01-0041-46,99-001,CHIQUIMULA,CHIQUIMULA,INSTITUTO_MODERNO_CHIQUIMULTECO,CALLE HUGO LEONEL BACARO 9-30 ZONA 1,NA,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,CHIQUIMULA,INSTITUTO_MODERNO_CHIQUIMULTECO | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | CHIQUIMULA,
5532,09-24-4075-46,09-035,QUETZALTENANGO,PALESTINA DE LOS ALTOS,INSTITUTO_MUNICIPAL_BR_WERNER_GADIEL_MORALES_HERNANDEZ,PALESTINA DE LOS ALTOS,53556266,ESTEBAN FABIAN JOACHIN LOPEZ,ONILIA JOVITA DE LEÓN CALDERÓN,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,INSTITUTO_MUNICIPAL_BR_WERNER_GADIEL_MORALES_HERNANDEZ | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | QUETZALTENANGO,
2419,05-02-3003-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO_MUNICIPAL_DE_BACHILLERATO_EN_COMPUTACION_CON_ORIENTACION_COMERCIAL_COLONIA_MAYA,COLONIA MAYA KM. 95 CARRETERA A SAN PEDRO YEPOCAPA,46480088,JUAN FRANCISCO GODOY DAVILA,SANDRA ELIZABETH REYES CALDERÓN,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_BACHILLERATO_EN_COMPUTACION_CON_ORIENTACION_COMERCIAL_COLONIA_MAYA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ESCUINTLA,
2418,05-02-3001-46,05-010,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO_MUNICIPAL_DE_BACHILLERATO_PARCELAMIENTO_EL_JABALI,PARCELAMIENTO EL JABALI KM. 135 CARRETERA A NUEVA CONCEPCION,NA,HECTOR MANCILLA ORTIZ,NA,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_BACHILLERATO_PARCELAMIENTO_EL_JABALI | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ESCUINTLA,
4720,22-07-2442-46,22-020,JUTIAPA,ATESCATEMPA,INSTITUTO_MUNICIPAL_DE_DIVERSIFICADO,ALDEA CONTEPEQUE,42464788,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,IMMA CONSUELO HERNANDEZ ESTRADA DE MARTINEZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,JUTIAPA,INSTITUTO_MUNICIPAL_DE_DIVERSIFICADO | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | JUTIAPA,
2432,05-03-2983-46,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO_MUNICIPAL_DE_DIVERSIFICADO,2A. AVENIDA Y 1A. CALLE COLONIA SAN VICENTE LA CAMPIÑA,78803107-78803096,KARLA MARISOL MARTINEZ AVILA DE MELGAR,NA,DIVERSIFICADO,MUNICIPAL,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIOREGULAR,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_DIVERSIFICADO | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | DOBLE | ESCUINTLA,
2430,05-03-2853-46,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO_MUNICIPAL_DE_DIVERSIFICADO_LA_DEMOCRACIA,2A. AV COLONIA SAN VICENTE LA CAMPIÑA,55650524,KARLA MARISOL MARTINEZ AVILA DE MELGAR,NA,DIVERSIFICADO,MUNICIPAL,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIOREGULAR,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_DIVERSIFICADO_LA_DEMOCRACIA | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | MATUTINA | ESCUINTLA,
575,04-08-0006-46,04-019,CHIMALTENANGO,SAN MIGUEL POCHUTA,INSTITUTO_MUNICIPAL_DE_DIVERSIFICADO_POCHUTA_CENTENARIO,SAN MIGUEL POCHUTA,30244440,ROSA MARISOL JUAREZ GRAMAJO,MARÍA DEL CARMEN ACUTA CHACÓN,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIOREGULAR,CHIMALTENANGO,INSTITUTO_MUNICIPAL_DE_DIVERSIFICADO_POCHUTA_CENTENARIO | ABIERTA | DIARIOREGULAR | MONOLINGUE | INTERMEDIA | CHIMALTENANGO,
